,Actual,Prediction,Error
2019-02-22,58.94200134277344,58.141865,0.8001365661621094
2019-02-25,59.75400161743164,57.821995,1.9320068359375
2019-02-26,59.571998596191406,58.077534,1.4944648742675781
2019-02-27,62.948001861572266,58.125732,4.822269439697266
2019-02-28,63.97600173950195,59.845543,4.130458831787109
2019-03-01,58.95800018310547,61.23337,2.275371551513672
2019-03-04,57.071998596191406,59.41321,2.3412132263183594
2019-03-05,55.30799865722656,57.53101,2.223011016845703
2019-03-06,55.24800109863281,55.69559,0.4475898742675781
2019-03-07,55.31800079345703,54.74906,0.568939208984375
2019-03-08,56.827999114990234,54.326225,2.5017738342285156
2019-03-11,58.183998107910156,54.889103,3.2948951721191406
2019-03-12,56.672000885009766,55.869076,0.8029251098632812
2019-03-13,57.79199981689453,55.614517,2.1774826049804688
2019-03-14,57.992000579833984,56.043636,1.9483642578125
2019-03-15,55.08599853515625,56.359886,1.2738876342773438
2019-03-18,53.89799880981445,55.061146,1.16314697265625
2019-03-19,53.49399948120117,53.804478,0.31047821044921875
2019-03-20,54.720001220703125,52.970894,1.7491073608398438
2019-03-21,54.80400085449219,53.174835,1.6291656494140625
2019-03-22,52.90599822998047,53.333878,0.42787933349609375
2019-03-25,52.08399963378906,52.471924,0.3879241943359375
2019-03-26,53.55400085449219,51.627323,1.9266777038574219
2019-03-27,54.965999603271484,51.94335,3.0226478576660156
2019-03-28,55.7239990234375,52.820522,2.9034767150878906
2019-03-29,55.97200012207031,53.64903,2.3229713439941406
2019-04-01,57.83599853515625,54.18981,3.6461868286132812
2019-04-02,57.17599868774414,55.38944,1.78656005859375
2019-04-03,58.36199951171875,55.657402,2.7045974731445312
2019-04-04,53.555999755859375,56.373688,2.81768798828125
2019-04-05,54.992000579833984,54.318348,0.6736526489257812
2019-04-08,54.63999938964844,53.985683,0.6543159484863281
2019-04-09,54.46200180053711,53.646732,0.8152694702148438
2019-04-10,55.21200180053711,53.39305,1.8189506530761719
2019-04-11,53.683998107910156,53.647224,0.036773681640625
2019-04-12,53.540000915527344,53.016838,0.523162841796875
2019-04-15,53.2760009765625,52.628105,0.6478958129882812
2019-04-16,54.672000885009766,52.304314,2.367687225341797
2019-04-17,54.24599838256836,52.84542,1.4005775451660156
2019-04-18,54.652000427246094,52.911884,1.7401161193847656
2019-04-22,52.54999923706055,53.149323,0.5993232727050781
2019-04-23,52.779998779296875,52.21626,0.5637397766113281
2019-04-24,51.731998443603516,51.85689,0.1248931884765625
2019-04-25,49.5260009765625,51.154854,1.6288528442382812
2019-04-26,47.02799987792969,49.70051,2.6725082397460938
2019-04-29,48.29399871826172,47.721626,0.5723724365234375
2019-04-30,47.737998962402344,47.36858,0.3694190979003906
2019-05-01,46.801998138427734,46.934055,0.13205718994140625
2019-05-02,48.81999969482422,46.262775,2.5572242736816406
2019-05-03,51.00600051879883,46.94745,4.058551788330078
2019-05-06,51.06800079345703,48.40092,2.6670799255371094
2019-05-07,49.4119987487793,49.171707,0.24029159545898438
2019-05-08,48.96799850463867,48.724834,0.2431640625
2019-05-09,48.395999908447266,48.265667,0.13033294677734375
2019-05-10,47.90399932861328,47.74238,0.16162109375
2019-05-13,45.402000427246094,47.23131,1.8293113708496094
2019-05-14,46.46200180053711,45.723457,0.7385444641113281
2019-05-15,46.38999938964844,45.496876,0.8931236267089844
2019-05-16,45.66600036621094,45.359867,0.3061332702636719
2019-05-17,42.20600128173828,44.938946,2.7329444885253906
2019-05-20,41.071998596191406,43.000816,1.9288177490234375
2019-05-21,41.01599884033203,41.459305,0.44330596923828125
2019-05-22,38.54600143432617,40.66786,2.121856689453125
2019-05-23,39.097999572753906,39.051414,0.0465850830078125
2019-05-24,38.125999450683594,38.528835,0.4028358459472656
2019-05-28,37.7400016784668,37.80008,0.060077667236328125
2019-05-29,37.97200012207031,37.256237,0.7157630920410156
2019-05-30,37.64400100708008,37.11286,0.5311393737792969
2019-05-31,37.03200149536133,36.8894,0.14260101318359375
2019-06-03,35.79399871826172,36.479145,0.6851463317871094
2019-06-04,38.720001220703125,35.65832,3.0616798400878906
2019-06-05,39.31800079345703,36.71489,2.6031112670898438
2019-06-06,41.189998626708984,37.55862,3.631378173828125
2019-06-07,40.900001525878906,38.922638,1.9773635864257812
2019-06-10,42.57600021362305,39.46167,3.114330291748047
2019-06-11,43.41999816894531,40.560604,2.859394073486328
2019-06-12,41.85200119018555,41.526867,0.32513427734375
2019-06-13,42.78200149536133,41.215572,1.5664291381835938
2019-06-14,42.98400115966797,41.50763,1.4763717651367188
2019-06-17,45.00600051879883,41.748264,3.2577362060546875
2019-06-18,44.948001861572266,42.876137,2.0718650817871094
2019-06-19,45.2859992980957,43.41207,1.8739280700683594
2019-06-20,43.92399978637695,43.842327,0.08167266845703125
2019-06-21,44.37200164794922,43.367706,1.0042953491210938
2019-06-24,44.72800064086914,43.341984,1.386016845703125
2019-06-25,43.95199966430664,43.50435,0.4476509094238281
2019-06-26,43.854000091552734,43.19647,0.65753173828125
2019-06-27,44.56800079345703,42.99006,1.57794189453125
2019-06-28,44.69200134277344,43.24428,1.4477195739746094
2019-07-01,45.433998107910156,43.4371,1.9968986511230469
2019-07-02,44.90999984741211,43.906208,1.0037918090820312
2019-07-03,46.97999954223633,43.879883,3.100116729736328
2019-07-05,46.619998931884766,44.899048,1.7209510803222656
2019-07-08,46.06800079345703,45.2319,0.8361015319824219
2019-07-09,46.012001037597656,45.116352,0.8956489562988281
2019-07-10,47.784000396728516,45.022064,2.7619361877441406
2019-07-11,47.720001220703125,45.85757,1.8624305725097656
