,Actual,Prediction,Error
2021-02-24,49705.33203125,51149.09,1443.7578125
2021-02-25,47093.8515625,50171.96,3078.109375
2021-02-26,46339.76171875,48214.95,1875.1875
2021-02-27,46188.453125,47002.27,813.81640625
2021-02-28,45137.76953125,46454.86,1317.08984375
2021-03-01,49631.2421875,45610.16,4021.08203125
2021-03-02,48378.98828125,48042.03,336.95703125
2021-03-03,50538.2421875,48230.21,2308.03125
2021-03-04,48561.16796875,49617.57,1056.40234375
2021-03-05,48927.3046875,48939.227,11.921875
2021-03-06,48912.3828125,48887.95,24.43359375
2021-03-07,51206.69140625,48859.01,2347.6796875
2021-03-08,52246.5234375,50252.973,1993.55078125
2021-03-09,54824.1171875,51433.008,3391.109375
2021-03-10,56008.55078125,53466.773,2541.77734375
2021-03-11,57805.12109375,54974.68,2830.44140625
2021-03-12,57332.08984375,56647.17,684.91796875
2021-03-13,61243.0859375,56995.35,4247.734375
2021-03-14,59302.31640625,59514.69,212.375
2021-03-15,55907.19921875,59301.664,3394.46484375
2021-03-16,56804.90234375,57126.14,321.23828125
2021-03-17,58870.89453125,56825.703,2045.19140625
2021-03-18,57858.921875,57980.3,121.37890625
2021-03-19,58346.65234375,57815.6,531.05078125
2021-03-20,58313.64453125,58051.38,262.265625
2021-03-21,57523.421875,58119.65,596.2265625
2021-03-22,54529.14453125,57663.49,3134.34375
2021-03-23,54738.9453125,55654.375,915.4296875
2021-03-24,52774.265625,55006.316,2232.05078125
2021-03-25,51704.16015625,53558.85,1854.69140625
2021-03-26,55137.3125,52350.36,2786.953125
2021-03-27,55973.51171875,53993.414,1980.09765625
2021-03-28,55950.74609375,55158.59,792.15625
2021-03-29,57750.19921875,55593.043,2157.15625
2021-03-30,58917.69140625,56856.36,2061.33203125
2021-03-31,58918.83203125,58063.05,855.78125
2021-04-01,59095.80859375,58522.367,573.44140625
2021-04-02,59384.3125,58796.34,587.97265625
2021-04-03,57603.890625,59079.67,1475.78125
2021-04-04,58758.5546875,58101.34,657.21484375
2021-04-05,59057.87890625,58428.406,629.47265625
2021-04-06,58192.359375,58743.363,551.00390625
2021-04-07,56048.9375,58333.426,2284.48828125
2021-04-08,58323.953125,56856.016,1467.9375
2021-04-09,58245.00390625,57671.227,573.77734375
2021-04-10,59793.234375,57946.82,1846.4140625
2021-04-11,60204.96484375,59013.07,1191.89453125
2021-04-12,59893.453125,59678.555,214.8984375
2021-04-13,63503.45703125,59731.39,3772.06640625
2021-04-14,63109.6953125,61955.938,1153.7578125
2021-04-15,63314.01171875,62576.28,737.73046875
2021-04-16,61572.7890625,62933.535,1360.74609375
2021-04-17,60683.8203125,61996.12,1312.30078125
2021-04-18,56216.18359375,61082.188,4866.00390625
2021-04-19,55724.265625,57983.285,2259.01953125
2021-04-20,56473.03125,56495.3,22.26953125
2021-04-21,53906.08984375,56387.79,2481.69921875
2021-04-22,51762.2734375,54791.145,3028.87109375
2021-04-23,51093.65234375,52863.79,1770.13671875
2021-04-24,50050.8671875,51714.234,1663.3671875
2021-04-25,49004.25390625,50635.55,1631.296875
2021-04-26,54021.75390625,49594.383,4427.37109375
2021-04-27,55033.1171875,52273.285,2759.83203125
2021-04-28,54824.703125,53942.934,881.76953125
2021-04-29,53555.109375,54452.47,897.359375
2021-04-30,57750.17578125,53861.62,3888.5546875
2021-05-01,57828.05078125,56197.094,1630.95703125
2021-05-02,56631.078125,57154.766,523.6875
2021-05-03,57200.29296875,56779.113,421.1796875
2021-05-04,53333.5390625,56975.78,3642.2421875
2021-05-05,57424.0078125,54682.6,2741.40625
2021-05-06,56396.515625,56293.004,103.51171875
2021-05-07,57356.40234375,56320.312,1036.08984375
2021-05-08,58803.77734375,56908.863,1894.9140625
2021-05-09,58232.31640625,58018.168,214.1484375
2021-05-10,55859.796875,58106.45,2246.65234375
2021-05-11,56704.57421875,56675.492,29.08203125
2021-05-12,49150.53515625,56632.36,7481.82421875
2021-05-13,49716.19140625,51994.406,2278.21484375
2021-05-14,49880.53515625,50535.47,654.93359375
2021-05-15,46760.1875,50095.605,3335.41796875
2021-05-16,46456.05859375,48032.785,1576.7265625
2021-05-17,43537.51171875,47048.043,3510.53125
2021-05-18,42909.40234375,44894.28,1984.87890625
2021-05-19,37002.44140625,43675.31,6672.8671875
2021-05-20,40782.73828125,39584.52,1198.21875
2021-05-21,37304.69140625,40318.34,3013.6484375
2021-05-22,37536.6328125,38482.703,946.0703125
2021-05-23,34770.58203125,37922.434,3151.8515625
2021-05-24,38705.98046875,36007.44,2698.5390625
2021-05-25,38402.22265625,37687.73,714.4921875
2021-05-26,39294.19921875,38168.055,1126.14453125
2021-05-27,38436.96875,38898.207,461.23828125
2021-05-28,35697.60546875,38659.613,2962.0078125
2021-05-29,34616.06640625,36869.17,2253.10546875
2021-05-30,35678.12890625,35507.547,170.58203125
2021-05-31,37332.85546875,35632.605,1700.25
2021-06-01,36684.92578125,36711.88,26.953125
2021-06-02,37575.1796875,36738.242,836.9375
2021-06-03,39208.765625,37296.105,1912.66015625
2021-06-04,36894.40625,38516.188,1621.78125
2021-06-05,35551.95703125,37568.227,2016.26953125
2021-06-06,35862.37890625,36364.44,502.0625
2021-06-07,33560.70703125,36088.773,2528.06640625
2021-06-08,33472.6328125,34569.016,1096.3828125
2021-06-09,37345.12109375,33932.67,3412.44921875
2021-06-10,36702.59765625,36071.66,630.9375
2021-06-11,37334.3984375,36513.766,820.6328125
2021-06-12,35552.515625,37072.008,1519.4921875
2021-06-13,39097.859375,36189.777,2908.08203125
2021-06-14,40218.4765625,38018.203,2200.2734375
2021-06-15,40406.26953125,39424.42,981.84765625
2021-06-16,38347.0625,40080.363,1733.30078125
2021-06-17,38053.50390625,39057.6,1004.09765625
2021-06-18,35787.24609375,38465.746,2678.5
2021-06-19,35615.87109375,36845.44,1229.5703125
2021-06-20,35698.296875,36108.727,410.4296875
2021-06-21,31676.693359375,35881.816,4205.123046875
2021-06-22,32505.66015625,33332.83,827.16796875
2021-06-23,33723.02734375,32851.09,871.9375
2021-06-24,34662.4375,33425.793,1236.64453125
2021-06-25,31637.779296875,34239.973,2602.193359375
2021-06-26,32186.27734375,32696.32,510.04296875
2021-06-27,34649.64453125,32425.826,2223.818359375
2021-06-28,34434.3359375,33842.305,592.03125
2021-06-29,35867.77734375,34266.6,1601.17578125
2021-06-30,35040.8359375,35306.02,265.18359375
2021-07-01,33572.1171875,35200.883,1628.765625
2021-07-02,33897.046875,34247.926,350.87890625
2021-07-03,34668.546875,34071.53,597.015625
2021-07-04,35287.78125,34478.63,809.15234375
2021-07-05,33746.00390625,35026.93,1280.92578125
2021-07-06,34235.1953125,34289.344,54.1484375
2021-07-07,33855.328125,34301.965,446.63671875
2021-07-08,32877.37109375,34074.73,1197.359375
2021-07-09,33798.01171875,33384.094,413.91796875
2021-07-10,33520.51953125,33688.848,168.328125
2021-07-11,34240.1875,33637.72,602.46875
2021-07-12,33155.84765625,34061.83,905.98046875
2021-07-13,32702.025390625,33557.055,855.029296875
2021-07-14,32822.34765625,33078.348,256.0
2021-07-15,31780.73046875,32960.8,1180.0703125
2021-07-16,31421.5390625,32278.996,857.45703125
2021-07-17,31533.068359375,31795.002,261.93359375
2021-07-18,31796.810546875,31674.27,122.541015625
2021-07-19,30817.83203125,31792.215,974.3828125
2021-07-20,29807.34765625,31238.363,1431.015625
2021-07-21,32110.693359375,30398.92,1711.7734375
2021-07-22,32313.10546875,31490.844,822.26171875
2021-07-23,33581.55078125,32055.184,1526.3671875
2021-07-24,34292.4453125,33051.43,1241.015625
2021-07-25,35350.1875,33872.37,1477.81640625
2021-07-26,37337.53515625,34835.21,2502.32421875
2021-07-27,39406.94140625,36435.008,2971.93359375
2021-07-28,39995.90625,38321.96,1673.9453125
2021-07-29,40008.421875,39407.137,601.28515625
2021-07-30,42235.546875,39826.566,2408.98046875
2021-07-31,41626.1953125,41341.043,285.15234375
2021-08-01,39974.89453125,41561.92,1587.02734375
2021-08-02,39201.9453125,40617.73,1415.78515625
2021-08-03,38152.98046875,39771.96,1618.98046875
2021-08-04,39747.50390625,38802.0,945.50390625
2021-08-05,40869.5546875,39408.598,1460.95703125
2021-08-06,42816.5,40339.406,2477.09375
2021-08-07,44555.80078125,41904.16,2651.640625
2021-08-08,43798.1171875,43563.035,235.08203125
2021-08-09,46365.40234375,43742.254,2623.1484375
2021-08-10,45585.03125,45376.887,208.14453125
2021-08-11,45593.63671875,45520.98,72.65625
